id,accountId,amount,transactionType,transactionDate
661,SE76 3844 7071 5011 4679 0593,-9441.25,Retiro,2023-02-16
662,AL38 1476 7700 NL0W QMEI KPCQ ZYK9,5126.79,Ingreso,2023-10-09
663,GL92 2599 2784 8859 86,1572.0,Ingreso,2023-05-27
664,ES73 8986 7311 4287 9831 4410,3992.3,Ingreso,2023-12-17
665,ME95 7643 1719 8260 6325 77,5858.3,Ingreso,2023-08-31
666,FI86 2620 4812 2198 24,-598.22,Retiro,2023-09-03
667,CR49 5233 1598 8546 2884 7,-6298.56,Retiro,2023-04-08
668,AT47 3944 3705 7201 3456,-2010.68,Retiro,2023-03-16
669,MD17 WOFI ZY8X WEUM L81J MA5U,-664.64,Retiro,2023-11-22
670,CZ59 6471 6337 6571 6685 9480,-2101.83,Retiro,2023-07-25
671,LB84 0728 ZNFL L2VL P8FR 6M9S 9WHH,2671.3,Ingreso,2023-08-09
672,VG48 SJYQ 0025 1412 8779 3952,-9544.17,Retiro,2023-02-28
673,FR25 6045 7999 86GV DTEV TDSS K35,1709.5,Ingreso,2023-05-18
674,FR76 3844 7611 100C XAKI WG26 730,8106.89,Ingreso,2023-08-19
675,LI12 5746 4M1Y ZXY3 OLUD 6,-1324.5,Retiro,2023-01-13
676,GT60 VYG4 RX69 ER4F EK0C JC93 9W6V,7000.22,Ingreso,2023-01-17
677,VG85 HFDI 6947 6809 1220 8210,2378.44,Ingreso,2023-02-22
678,FR17 9875 8355 187J HEKL 47JQ Y55,4692.1,Ingreso,2023-11-24
679,VG35 HVOD 5020 6679 2400 5660,5769.34,Ingreso,2023-05-10
680,GT67 JQJQ QSGB O6LR FGDQ HOJM 46OE,3343.75,Ingreso,2023-07-13
681,FR54 7622 9394 81VV MTDT TNV5 586,3461.46,Ingreso,2023-11-17
682,FR67 3787 0973 43KR 3HFC 55NL L52,7810.36,Ingreso,2023-05-12
683,AD30 2088 8914 P0JD IVPG PAMK,-7415.53,Retiro,2023-10-13
684,BA48 5294 8768 9652 3026,-2935.68,Retiro,2023-08-03
685,LI48 4773 0BNW RT1A ELP0 Z,7141.91,Ingreso,2023-04-15
686,FR76 6121 0291 890G V4F4 CJME C77,1632.16,Ingreso,2023-03-21
687,LT67 6623 2478 1501 8642,-3196.48,Retiro,2023-09-10
688,CH40 6002 5ANN USKL VZYX 3,7185.38,Ingreso,2023-07-25
689,MR89 1729 5051 3926 0426 1886 600,6735.47,Ingreso,2023-03-02
690,KZ42 626C T6SH HI4V JVOS,-4035.73,Retiro,2023-10-16
691,PT82 1786 6339 3639 7118 6598 8,1818.5,Ingreso,2023-10-13
692,MT74 VIEV 0539 6CFT FJVF U39Q DR4A CWU,8236.46,Ingreso,2023-03-20
693,TR73 0734 2T2F B7IA K9PX DTSH TN,-5656.6,Retiro,2023-05-10
694,RS43 2907 0660 2204 5523 45,2393.74,Ingreso,2023-09-30
695,SE79 7605 7554 0199 3246 1152,-3117.25,Retiro,2023-03-28
696,CY56 2440 9913 HRDC PMMP 3QMI 6KPG,-4599.07,Retiro,2023-02-10
697,BA66 9050 9803 5960 4855,-414.69,Retiro,2023-06-17
698,DK82 1991 4863 3253 13,6985.33,Ingreso,2022-12-24
699,MT84 VCBI 2521 7KCH MNWQ NYY6 XHTV ES1,3487.96,Ingreso,2023-02-28
700,LU15 120K VWZ8 37JT AQUO,4206.05,Ingreso,2023-04-27
701,FR81 8613 3329 63DP 7BZZ OAJR I10,-6232.69,Retiro,2023-05-06
702,GR41 3578 684L CETY MXKH 0YKK UW7,-2911.9,Retiro,2023-11-06
703,MR97 0700 5739 8356 4967 0031 905,-7384.6,Retiro,2023-10-31
704,SE94 0187 4754 4358 7971 0816,-9173.96,Retiro,2023-10-10
705,FR21 9151 0220 96PK L8L0 AG0V Y13,4980.29,Ingreso,2023-10-26
706,IS33 8641 0608 9655 7201 3451 45,-9624.49,Retiro,2023-09-15
707,DK23 5324 2257 9836 18,-8225.18,Retiro,2023-07-17
708,EE20 5382 3012 3182 4914,1241.45,Ingreso,2023-08-22
709,HU30 8842 1872 7008 5646 4238 0234,-2403.09,Retiro,2023-05-05
710,AE27 8940 7837 4199 8893 091,-9386.65,Retiro,2023-07-10
711,FR03 0744 7467 24VG USFJ MXRI V40,3694.62,Ingreso,2023-01-31
712,SE24 4814 0003 2418 3709 2459,-1355.6,Retiro,2023-01-30
713,FR55 2668 5859 44WM VA7N CJWI A19,-4955.8,Retiro,2023-08-21
714,GI64 SGIH NVS6 QAG5 J68P PIP,-2564.08,Retiro,2023-05-16
715,AD95 1938 9325 0VAR J3KC AHRM,-6234.27,Retiro,2023-08-11
716,PT81 4202 6188 7270 8280 1508 2,-2008.43,Retiro,2023-04-26
717,FR97 5315 6955 41JP C4JP DDX2 E16,6490.52,Ingreso,2023-06-07
718,LI66 2647 2NKZ ABUI 9JY4 1,-1402.66,Retiro,2023-10-31
719,MR47 5053 8794 3629 0787 3490 714,-2991.21,Retiro,2023-10-02
720,CZ51 2005 4679 6005 2210 1965,7705.53,Ingreso,2023-08-31
721,LV33 LJXI O7VI CPMG MQ0H 8,9267.54,Ingreso,2023-09-05
722,CZ48 9762 6189 5196 7879 2226,-5273.54,Retiro,2023-03-28
723,MR97 6219 4763 0321 8029 7732 213,-932.14,Retiro,2023-04-27
724,AD65 7505 8768 8SV8 JEMM KIVN,-2135.89,Retiro,2023-12-11
725,FR97 2609 7963 326P D76I 1WJZ H05,6764.92,Ingreso,2022-12-23
726,GL14 8813 0660 4641 97,-1034.47,Retiro,2023-11-29
727,BG52 PNRS 4532 94MJ D9TO ZY,-6448.75,Retiro,2023-04-10
728,EE77 8276 9168 8034 8591,-9847.71,Retiro,2023-07-11
729,AD36 2729 1760 2EFK 9UQ7 2PZE,-8318.63,Retiro,2023-04-25
730,IE49 OOEQ 5930 5665 9046 78,7447.05,Ingreso,2023-08-26
731,FR21 9907 2566 88LX T9DG GOP0 666,-5923.37,Retiro,2023-02-28
732,SK91 7413 1982 4406 1730 4345,4599.44,Ingreso,2023-05-15
733,FR82 4475 5229 172S BWUK CISH 550,-1668.69,Retiro,2023-08-07
734,LU82 037O OOBU SUPD KBD8,-3438.83,Retiro,2023-08-06
735,GI40 WGSM KT4K 7WUD IEHW CIS,-268.45,Retiro,2023-02-02
736,FR78 6645 4995 93MS MGWM RWAN Q37,9774.19,Ingreso,2022-12-29
737,AL14 0967 9100 IXUC QVS0 DJSM AHT6,2302.62,Ingreso,2023-09-15
738,PK79 OJOO MYYM JO5E WMBQ 8K3P,-1754.78,Retiro,2023-10-07
739,KZ89 672L ZCSN D7YD KM8J,98.63,Ingreso,2023-08-09
740,AD97 9902 2323 BDEW 8D5I 6HEW,8891.05,Ingreso,2023-07-21
741,CH73 6538 3UTM XGWB BCLS T,-1762.46,Retiro,2023-01-09
742,FR54 4741 1084 88JJ SKYK NNLY O00,147.77,Ingreso,2023-06-15
743,LI63 0923 9EAM GSU1 LPP7 G,-2823.64,Retiro,2023-08-31
744,DO10 4AS8 7474 9850 5386 5923 5544,-7389.49,Retiro,2023-10-20
745,FR45 2687 6622 3583 TVPZ 78MR H48,8044.63,Ingreso,2023-04-26
746,FR36 6348 1842 00AX QVIH HSFD 367,-2291.1,Retiro,2023-08-10
747,GE25 UH98 0684 2221 4765 95,-4261.65,Retiro,2023-09-28
748,IE54 ORCG 6214 3089 8044 41,5230.4,Ingreso,2023-06-25
749,HU30 7831 2088 0801 4739 5748 8049,-521.31,Retiro,2023-09-07
750,BA32 6470 2972 6034 0061,-8428.36,Retiro,2023-01-10
751,RS13 0671 1611 0999 0893 94,-4865.08,Retiro,2023-06-28
752,FO31 6304 1372 6385 15,-9954.66,Retiro,2023-03-15
753,AT48 4653 2025 6348 6985,5419.07,Ingreso,2022-12-21
754,PT54 4690 1350 3442 5299 5171 2,6527.47,Ingreso,2023-09-28
755,FR98 5609 7258 054I T635 0STT 803,5021.3,Ingreso,2023-04-17
756,DE80 2935 0593 1272 8140 78,7991.7,Ingreso,2023-01-16
757,ME23 0091 9823 7733 8098 57,-509.52,Retiro,2023-04-25
758,FR07 1329 1643 37M5 AY7X 6AQQ I69,-8882.3,Retiro,2022-12-29
759,IT09 S660 8338 259R C54P OPPK JXU,-5596.52,Retiro,2023-10-25
760,TN36 3754 2655 2713 9560 0751,4567.31,Ingreso,2023-11-28
761,SE48 5463 0885 4140 5223 0970,-4162.13,Retiro,2023-02-12
762,CZ33 9101 2637 9940 8631 1445,9848.78,Ingreso,2023-01-10
763,PK81 KYWS WCGR OEN3 ARQE 92LJ,-7974.25,Retiro,2023-08-26
764,MK20 734B SRZX H92M 255,8441.45,Ingreso,2023-01-28
765,LU26 470R QEQ4 QLNI QLUV,5688.97,Ingreso,2023-03-11
766,FR84 7921 7435 88T3 FZBI GFCG N89,8594.34,Ingreso,2023-06-20
767,SI80 0967 3404 2475 504,-7056.78,Retiro,2023-07-06
768,FR82 1547 0204 44OT QM6K DFXH 500,-5532.28,Retiro,2023-09-27
769,LU46 615A VH7F 44CS 18Y3,-7866.39,Retiro,2023-11-28
770,FR42 4867 2225 80QG CIGL BKX6 655,3499.91,Ingreso,2023-02-06
771,HU70 4391 2260 0327 1558 7961 9485,-8377.85,Retiro,2023-10-29
772,SI83 5371 9246 4722 916,5284.33,Ingreso,2022-12-22
773,HR76 3068 9927 2464 8492 1,9272.22,Ingreso,2023-06-21
774,LU31 844L AEF9 P9XQ DYPA,6262.49,Ingreso,2023-07-10
775,BG23 QVTN 1684 72TE ZJLX MC,-5440.27,Retiro,2023-02-23
776,AT78 1756 1328 4153 6832,-4164.46,Retiro,2023-07-26
777,KW46 RJTO DDMB N0XS GGUB N8XB QJPO GY,7159.4,Ingreso,2023-04-15
778,GE10 IB76 3619 8249 8545 19,3544.25,Ingreso,2023-06-03
779,FR72 8759 4057 41HY HR6A FHY5 G37,257.25,Ingreso,2023-02-14
780,SI04 1984 9924 9545 856,2989.14,Ingreso,2023-12-06
781,CH05 1024 9E78 9BDX I4YI 6,4492.5,Ingreso,2023-11-20
782,FI31 0216 0939 6885 91,-8284.53,Retiro,2023-11-01
783,SA93 70NT CR14 9WV6 6CNB V9DG,8365.25,Ingreso,2023-10-03
784,FR54 8416 0885 26Q3 9HZI TPRA R71,-1202.84,Retiro,2023-03-12
785,FR79 6183 7436 89SH GES6 6NIQ F56,855.2,Ingreso,2023-05-05
786,MT47 WNZC 3439 5CL2 KTOH UJIM 1PFI HYG,9998.41,Ingreso,2023-07-01
787,GI98 WSTV PVLD GEPN LYJL ORO,7020.12,Ingreso,2023-08-30
788,KZ37 791Q PMVS LPJ8 QOPJ,-6259.23,Retiro,2023-06-11
789,CH23 1184 5CQG 0BID KCAR Q,8232.37,Ingreso,2023-05-29
790,MC89 5223 2804 62B6 V8RX AAYV I93,-2099.17,Retiro,2023-10-09
791,GT18 IC84 XXTH BWRN 4IMK HGRP 3HLW,-1816.24,Retiro,2023-11-06
792,AL97 1412 0816 BO6Q PQNB 8DY9 TJUF,-4506.72,Retiro,2023-10-21
793,BR09 2139 6133 7970 7544 4353 445T T,9323.21,Ingreso,2023-06-15
794,FR05 0412 8169 76KY PDXR AACE R83,513.08,Ingreso,2023-02-19
795,HU82 1150 8272 8272 5330 5859 9486,-7589.05,Retiro,2023-01-28
796,DE95 2832 3394 1130 0544 79,-5859.68,Retiro,2023-02-14
797,FR44 9825 8280 632F SHXE RI6H C24,-5409.22,Retiro,2023-08-29
798,LB84 1086 VHOJ OUI8 YEKK BVYO CL1Q,6732.35,Ingreso,2023-01-29
799,TR75 5851 4JHA XR1Z 8BC5 Z4IQ MR,875.26,Ingreso,2023-10-08
800,NL72 FBIA 8832 2197 44,-8569.13,Retiro,2023-04-17
801,PS86 TBNE QXXW PVFC JG5U PLEW QLS8 E,-9780.77,Retiro,2023-01-17
802,FR98 2663 8296 555O KSFW LVWJ C15,-5359.19,Retiro,2023-01-14
803,FI90 7977 2446 1419 06,-9212.8,Retiro,2023-04-04
804,FO06 2399 3845 0431 20,9757.94,Ingreso,2023-05-08
805,VG39 UWPC 4520 4334 3358 4197,-8711.31,Retiro,2023-12-11
806,FR65 4052 8765 853X P45A WQ14 X79,-3002.13,Retiro,2023-01-18
807,FR24 6192 4975 87FC OAPW JZYE C03,3679.22,Ingreso,2023-06-18
808,DE03 1522 6769 2496 2548 54,-4816.9,Retiro,2023-01-19
809,DK50 0489 8466 6978 69,-5993.59,Retiro,2022-12-25
810,BH73 HIJU VSNF 5MFH XQ8T 5H,-7747.33,Retiro,2023-02-28
811,FR46 9251 2280 411V XBS5 8VPR B92,9458.28,Ingreso,2023-02-04
812,FR60 2244 2130 37R3 S2QY MCYU R02,7604.58,Ingreso,2023-08-17
813,MR82 1258 4501 6733 8137 4512 264,4308.56,Ingreso,2023-06-12
814,BA50 9173 3444 2581 1962,-5718.73,Retiro,2023-03-19
815,IT60 U808 6069 588M 5SEQ RMP1 JFP,2462.84,Ingreso,2023-07-22
816,GI20 WUCF ZJ58 7REE MTCF G4P,3793.98,Ingreso,2022-12-19
817,PK21 HWFW 5JW9 CGNV DOWS USYM,-6970.33,Retiro,2023-10-24
818,CR22 8379 9218 7643 0046 7,906.22,Ingreso,2023-04-13
819,LI20 8200 8GMK CJOA 5JBI G,7943.76,Ingreso,2023-04-06
820,LU89 777W RNDG WXHI KX6S,-9654.08,Retiro,2023-01-02
821,TR35 6964 1580 QWW9 M9JA 9LLM B8,2832.52,Ingreso,2023-11-08
822,SM21 H467 4295 129R HTFI HLTT YYP,7031.27,Ingreso,2023-04-02
823,MK10 077G ZN2V LEWU H19,-169.5,Retiro,2023-07-17
824,FR80 9193 6223 49GU P4WH 7JOI Q33,6904.55,Ingreso,2023-06-02
825,GT23 ZK0Q C73Y X1VQ APHL QJR8 0DGK,-5117.28,Retiro,2023-11-06
826,MU28 DADJ 4141 0453 1076 9980 136H GE,2401.12,Ingreso,2023-09-14
827,MK43 4085 ULAR RU17 H77,-5210.3,Retiro,2023-11-26
828,FR44 6580 6143 97RB 1PE1 PET1 G74,8863.86,Ingreso,2023-10-23
829,MU14 TPKR 0662 9603 5289 1900 908N OA,6135.24,Ingreso,2023-05-08
830,DO95 QKFQ 9221 7523 5214 6812 4909,-2659.96,Retiro,2023-03-24
831,AE83 6244 8117 8427 3870 551,2603.22,Ingreso,2023-03-20
832,MR77 5798 4684 2504 9143 8606 939,-7881.58,Retiro,2022-12-23
833,SM32 U340 8348 5138 YQQN TPSJ B67,2580.78,Ingreso,2023-04-26
834,EE45 8424 9053 8589 6184,3299.39,Ingreso,2023-03-22
835,MD18 P8YR Q0ZJ STO9 DJQL ASFJ,2509.81,Ingreso,2023-04-09
836,VG14 JEHU 2590 2765 7748 8521,-1026.84,Retiro,2023-04-14
837,BE36 6255 6934 8607,9447.8,Ingreso,2023-12-14
838,GB86 AMQE 7589 4075 7917 63,-7100.37,Retiro,2023-03-04
839,CY44 7543 3624 E2Y0 KLTL ZLVM ZGIV,-2055.81,Retiro,2022-12-25
840,FR34 7715 7527 391T BBI6 TMDP I61,-5543.04,Retiro,2023-10-19
841,FR37 3698 1867 697Q FP42 KTWP Z10,-3173.24,Retiro,2023-12-03
842,KZ66 766O N889 ZIVK HRNN,2756.96,Ingreso,2023-11-19
843,SM07 B524 9533 099B T86A B3CK CFI,-8401.53,Retiro,2023-11-10
844,KZ44 450A TQJF TGRT ERXF,-1140.11,Retiro,2023-05-18
845,NO24 5525 0251 336,-8526.57,Retiro,2023-03-24
846,LU30 578Q N9UR LHFG D4FP,-7374.66,Retiro,2023-11-10
847,FR61 2987 6225 820X ZJ3A OGLX X16,8849.07,Ingreso,2023-07-17
848,HU45 0790 0450 6944 6097 9322 2615,-9315.09,Retiro,2023-11-16
849,RO48 WZSC HC3K YVJC BBAX GGNO,-1907.32,Retiro,2023-11-16
850,FR50 7995 9473 58EB ZFKZ OMN0 737,1350.39,Ingreso,2023-11-28
851,GL20 3327 2600 7568 62,-6123.02,Retiro,2023-01-02
852,SK37 7237 6479 7721 3568 2186,929.06,Ingreso,2023-06-13
853,DO34 2GFK 9905 8422 7631 4835 2592,-4154.12,Retiro,2023-05-06
854,EE94 1761 4522 8073 7633,8131.55,Ingreso,2023-03-02
855,DO39 FMYL 1850 4207 2023 4690 5239,6606.15,Ingreso,2023-10-06
856,CY11 8198 6740 FQG8 N6L5 EF0N HSCV,-8359.28,Retiro,2023-08-20
857,SM28 N191 1178 260O JEDK SZ3J OWB,-6957.31,Retiro,2023-05-17
858,AT30 4655 5087 3133 8797,5905.53,Ingreso,2023-04-22
859,FR47 0761 4677 141N MXIT G4K8 S29,-5267.61,Retiro,2023-11-13
860,PK47 YVUT GBI0 G5DS HIV6 RWEW,7206.08,Ingreso,2023-01-04
861,FR61 2175 7052 38UY 39CB T0ZA T67,2137.88,Ingreso,2023-12-06
862,KZ29 349Q WZJJ UGZU CI6B,-1235.68,Retiro,2023-03-10
863,KZ50 395U OT32 IOAZ SPVJ,9564.96,Ingreso,2023-12-11
864,GB11 JTDJ 8886 1289 8174 29,5898.64,Ingreso,2023-07-22
865,PT77 5056 4639 1972 7933 4347 5,5147.46,Ingreso,2023-06-06
866,FR32 7275 5228 76YV W8F0 R1SU 141,-9347.92,Retiro,2023-10-12
867,AL78 8202 0177 5IVH BPLG Q6A6 HSKQ,8500.31,Ingreso,2023-03-02
868,FR11 4992 6486 09DR IEDX OZ8U P48,-2819.81,Retiro,2023-12-16
869,FO80 3346 2180 7528 05,5526.2,Ingreso,2023-03-01
870,MT07 EREN 0538 5SAB OQ0S HVXN 41XL TBM,1296.59,Ingreso,2023-09-11
871,FR41 2261 3917 66CO N0NC K93Y 477,-9181.0,Retiro,2023-02-06
872,FR15 2846 1940 84KI E37S OBUM 951,4615.35,Ingreso,2023-06-23
873,AE82 4381 0803 1758 0999 707,-6452.9,Retiro,2023-10-20
874,GR81 2163 274N QPYM COYP 7ZII 7QL,7803.3,Ingreso,2023-02-01
875,BR66 5102 5541 1857 6640 5935 259O U,8531.73,Ingreso,2023-10-21
876,FR14 8424 1606 57GQ CAPG KIXM 228,-9034.98,Retiro,2023-11-15
877,SK84 9710 6805 5232 2455 6674,8839.41,Ingreso,2023-09-25
878,EE86 1207 6850 8483 4239,3293.41,Ingreso,2023-03-29
879,FI72 7186 9511 7492 59,2379.34,Ingreso,2023-01-24
880,FR02 8666 0463 45TP CLB6 XG5N 801,7091.92,Ingreso,2023-10-23
881,DE51 6635 5516 8098 1794 88,1414.3,Ingreso,2023-03-08
882,DE86 6704 9397 1213 7303 26,-5250.95,Retiro,2023-12-14
883,SA08 51CL KXLB R3ZH II0L YENO,3555.55,Ingreso,2023-05-01
884,EE50 3782 9822 0640 8341,-1647.31,Retiro,2023-07-18
885,TR85 2969 1MCM 8PGC M1DM JERF KF,-3356.23,Retiro,2023-03-07
886,KW36 TUCB ISFG BD5L W0FP 3CKR ZJOY OC,5960.88,Ingreso,2023-04-28
887,FR81 5879 0571 5990 KVD4 QHC2 T77,-214.85,Retiro,2023-03-15
888,SK42 8226 9235 0533 5248 1777,5648.12,Ingreso,2023-02-08
889,BA52 3857 8333 0147 2748,-2403.76,Retiro,2023-01-23
890,VG36 GRYE 0270 1587 5738 9161,-5068.89,Retiro,2023-04-19
891,DK74 4866 3476 9554 48,-2826.03,Retiro,2023-06-09
892,AT72 0345 4802 9631 2583,2147.15,Ingreso,2023-08-10
893,FR10 3954 5847 47PK FVBD 0NN8 D85,-9631.1,Retiro,2023-12-05
894,FR37 7535 5088 545O P0HJ CN2Q P17,-1416.59,Retiro,2023-06-14
895,HU13 6598 2582 4130 9161 6422 9331,7293.45,Ingreso,2023-03-01
896,SM23 K713 9584 596N Z27U Q6N6 0AZ,-7518.94,Retiro,2023-07-17
897,IE45 DJPD 5175 3823 4602 04,-3677.02,Retiro,2023-08-09
898,SM60 B411 3746 2518 ZKXM 1VQ0 S3Y,-2204.2,Retiro,2023-07-14
899,MT94 SOIO 1481 9PGV APYM UBM8 T8XC 3ES,7912.18,Ingreso,2023-10-19
900,FR37 0642 3542 61RA 5WUM XVEE Y62,764.56,Ingreso,2023-01-18
901,ME96 1708 8871 7060 2268 07,-6460.67,Retiro,2023-05-26
902,IL16 5190 4654 1590 6350 014,3735.65,Ingreso,2022-12-24
903,PT34 7935 4687 2333 0353 0507 8,-4395.04,Retiro,2023-09-26
904,FR45 4653 9496 06W3 ALQY CGWK X73,-792.46,Retiro,2023-06-25
905,TN63 4291 6777 8349 4428 2577,-9974.3,Retiro,2023-02-26
906,DE60 1190 7450 7712 0050 73,-240.48,Retiro,2023-12-05
907,GI24 RSOQ DSV9 L2DU 0SYY NNV,-7596.47,Retiro,2023-05-30
908,HR97 8824 8554 8387 9575 5,1963.86,Ingreso,2023-10-20
909,TN35 2492 3472 1415 2158 0108,1636.14,Ingreso,2023-04-11
910,GE94 VP56 8356 0462 3221 89,-5496.31,Retiro,2023-05-23
911,RO66 MTFT SYCW ONPR ZHTD MYWK,-5153.42,Retiro,2023-04-21
912,KW91 FVSQ RXQ0 TSQL B9TN HR4T A5FB IC,-3408.47,Retiro,2023-08-25
913,TN04 9741 7163 4733 4711 5561,-4500.8,Retiro,2023-02-07
914,LI63 7010 0RSJ QXFX 5CXA Z,7624.53,Ingreso,2023-05-22
915,FR92 6866 1988 53CB JFKX IGDB 669,5833.18,Ingreso,2023-01-24
916,HR58 9476 8790 2515 0786 7,-8747.39,Retiro,2023-03-02
917,SI15 5696 5724 4989 605,-7946.72,Retiro,2023-07-19
918,CH92 9601 3PJQ ECSF KCHZ 4,6341.8,Ingreso,2023-08-22
919,GR35 4838 376K OAYB PMJL WS4L LLN,2424.82,Ingreso,2023-02-07
920,SE22 4105 1328 5359 7803 5157,-1512.52,Retiro,2023-10-19
921,FR21 0747 5377 493U C54C GTLQ Q36,5887.0,Ingreso,2023-04-15
922,HR60 9148 9463 1112 2893 6,1798.33,Ingreso,2023-06-18
923,EE10 0145 5629 5660 4341,3682.16,Ingreso,2023-09-26
924,AT47 9085 3419 3151 0798,-4817.28,Retiro,2023-12-06
925,IE15 KWLH 6607 0448 6308 07,-9037.91,Retiro,2023-11-01
926,MC71 8603 6132 45IR CMXM ACQ4 489,-8789.93,Retiro,2023-10-03
927,LV26 KGES SZE8 DYVJ UMLR Y,-1110.88,Retiro,2023-10-24
928,MD95 M8PP M6M0 HFHR MMZ8 IKCS,9296.74,Ingreso,2023-07-15
929,PL60 0287 1912 0144 6134 5000 2150,624.42,Ingreso,2023-03-05
930,ME67 8934 7398 1554 8221 78,908.93,Ingreso,2023-09-18
931,KW88 EFOI DA1M KCKZ GHU7 XRPV WMPK X0,8377.9,Ingreso,2023-03-17
932,FR37 1265 7102 99BT BVGO Z34P T50,6620.04,Ingreso,2023-04-16
933,FR40 1472 7423 139V AMUH DUZ5 Z69,5962.13,Ingreso,2023-12-14
934,DO55 5DCR 8507 0306 4830 6776 1906,-8328.52,Retiro,2023-01-05
935,BH04 WCWE LU85 OT4U OQLC Z9,-7967.88,Retiro,2023-02-26
936,EE75 7999 7743 8377 5902,6447.93,Ingreso,2023-02-02
937,BA72 1424 7891 4869 8605,-5928.7,Retiro,2023-10-08
938,CY90 4827 3211 9J5J ACL7 BWVX EMZE,-380.8,Retiro,2023-09-12
939,SI32 9897 0261 6865 157,3166.41,Ingreso,2023-02-09
940,MC44 5227 7129 8376 RP1B MTGN M09,3633.74,Ingreso,2023-07-02
941,MR95 6194 0269 4337 5441 4844 164,-1713.24,Retiro,2023-12-12
942,PT86 0686 8530 4450 1871 6380 1,7358.79,Ingreso,2023-05-11
943,IL88 8890 9679 5454 0403 202,194.12,Ingreso,2023-01-31
944,FR88 6684 5739 32OQ 69JJ CF2P B95,4316.31,Ingreso,2023-12-03
945,BG83 LYUN 4337 14CA EBZ4 NB,7081.54,Ingreso,2023-04-09
946,GR16 1938 752X VI2H CZIR EBR2 LJY,-1187.05,Retiro,2022-12-20
947,FR87 0780 8476 47HF KKEC AXTR O70,3770.1,Ingreso,2023-09-25
948,FR53 0810 5061 98F1 BYV8 2L7C S03,2984.58,Ingreso,2023-02-21
949,AL08 2686 2446 OIGQ TIWG 8DQY GKCR,-6643.61,Retiro,2023-02-16
950,IT23 S357 4573 012G LIVC J5RI LPM,-7116.37,Retiro,2023-01-03
951,CH47 3757 091U OYMQ ZGKN V,6183.66,Ingreso,2023-06-15
952,MT20 YOAP 8085 1DH2 TBYF 6SVW TH4C JL4,9812.03,Ingreso,2023-02-28
953,GI39 YLYH 1LGY UKC1 VKBO EFG,9758.59,Ingreso,2023-03-05
954,EE63 4788 4568 2679 0407,5081.42,Ingreso,2023-10-23
955,SA25 35MC KMKW AEGJ 6FWM LKUP,-249.88,Retiro,2023-05-11
956,GT15 UQAU 3UO1 FXER 9ZDL SIYB HYMY,-8816.1,Retiro,2023-01-12
957,ES92 5939 1148 5441 2489 1346,8063.44,Ingreso,2023-04-04
958,BR07 5925 7282 6986 0780 8327 572R Y,2176.43,Ingreso,2023-10-02
959,FR03 4513 2600 47ZK JVRB H1CA G31,-5550.1,Retiro,2023-01-19
960,FR56 3120 1730 317G 8URG XIDZ 190,-2403.63,Retiro,2023-11-24
961,FR30 7848 5481 32HQ Y8OW OALO Y34,-546.82,Retiro,2023-01-30
962,BA21 6981 2442 8499 3020,3604.07,Ingreso,2023-09-06
963,AZ03 TKSS YJDE FSSZ SGBH ELYJ 3NPZ,-4006.89,Retiro,2023-12-15
964,TR27 1647 0LR3 F3GA 4PHK IMOG LZ,2275.06,Ingreso,2023-06-09
965,MR07 6231 1442 8023 4104 5263 322,-7396.83,Retiro,2023-10-03
966,BG66 ABFB 0175 50FO BIDE 8T,244.9,Ingreso,2023-09-16
967,FR21 0413 9440 07FG V4WT XPCH P70,1231.8,Ingreso,2023-03-03
968,GT81 NVPT VPJG VEYW CGD3 MRBK OXUB,7947.43,Ingreso,2023-07-17
969,DK93 2705 1111 0310 78,-4922.48,Retiro,2023-02-26
970,PT18 4013 2023 7411 0066 0486 0,1425.17,Ingreso,2023-02-20
971,DO89 Q14L 2498 3836 8960 4079 9659,-1192.27,Retiro,2023-03-11
972,HU14 7615 0022 7032 6178 0602 3396,5638.19,Ingreso,2023-10-14
973,LU14 006U M1HP 9DKN GUXQ,-186.4,Retiro,2023-04-30
974,FR73 1903 5399 49OV BTLA P8S2 A04,5001.32,Ingreso,2023-01-30
975,CH40 4851 7R0H TGXE X8ST 1,-5275.09,Retiro,2023-10-24
976,BR77 7190 1919 2452 3483 7390 867E K,-2354.77,Retiro,2023-10-05
977,GE13 EL12 9351 8699 0081 83,-5293.7,Retiro,2023-05-02
978,FR09 7425 4991 43ZI 0MUO P7ZE E48,-3823.01,Retiro,2023-09-07
979,IL78 5472 0738 3286 8766 158,-6363.9,Retiro,2023-02-26
980,FI24 0982 8020 3121 68,3941.87,Ingreso,2023-01-15
981,PL66 6949 2574 5942 1070 1344 1795,-4864.21,Retiro,2023-01-16
982,MU90 HCYM 5668 8535 5003 6042 591X AL,-4572.17,Retiro,2023-03-28
983,FR87 8577 7368 61CS J09Q NNKS Y77,-5164.36,Retiro,2023-01-15
984,FR87 1439 0453 768U IY73 6JOM 908,-2305.36,Retiro,2023-02-23
985,SA76 21JG XGLO OBXT NDCZ VCLN,-3233.87,Retiro,2023-11-08
986,CR57 3535 0315 6489 8436 6,6160.84,Ingreso,2023-09-22
987,GL96 9753 4206 9382 27,-6857.74,Retiro,2023-06-28
988,BR89 0941 9502 6359 1514 9223 003I 9,-3111.18,Retiro,2023-07-19
989,GI21 WBOU 0GCU 3MQM R26E JLZ,-4659.01,Retiro,2023-08-13
990,FR27 1882 5536 88XN ENNA HTNQ D52,-5452.97,Retiro,2023-03-07
