id,accountId,transactionType,amount,transactionDate
683,FR55 6308 3561 31QT MTXT 6SDM B87,INGRESO,5114,2023-12-19
684,PK98 MMXJ LOQP HDJY NFKO T7WP,INGRESO,-9106,2023-12-19
685,ES18 5127 7168 3145 7558 1599,INGRESO,7796,2023-12-19
686,HU79 0684 6577 7220 0504 7589 4090,INGRESO,-9262,2023-12-19
687,PL44 7407 8436 5117 3051 5044 9291,RETIRO,-7213,2023-12-19
688,NL04 HCQZ 0339 9770 30,INGRESO,-3758,2023-12-19
689,HR82 7409 0181 1530 8330 3,INGRESO,5862,2023-12-19
690,FR81 5940 4956 70FM CNA4 LOMN W91,INGRESO,7310,2023-12-19
691,HR74 1398 1272 4656 8409 8,RETIRO,-639,2023-12-19
692,DE26 6219 5180 4106 3897 69,RETIRO,-8534,2023-12-19
693,ES47 5379 1263 4770 4973 9286,INGRESO,6763,2023-12-19
694,GE32 VV16 8093 2906 4354 94,RETIRO,-4976,2023-12-19
695,BE23 7104 4408 1509,INGRESO,-1114,2023-12-19
696,FR93 1477 0580 51KM 3L9G FBFN P96,RETIRO,5989,2023-12-19
697,AL72 6669 3617 OIQY TLST LWX2 T20X,INGRESO,1579,2023-12-19
698,LU86 013D XPC9 TMRO 6ER8,RETIRO,6287,2023-12-19
699,NO35 1849 0715 590,RETIRO,1637,2023-12-19
700,GT84 MZET TWUG FNMZ KEWW XTRL HFTK,RETIRO,-135,2023-12-19
701,AL43 2469 6420 HVLK JWVD SSW2 GQGK,RETIRO,2854,2023-12-19
702,FR24 6906 6502 13M3 USCE ZPKB L94,RETIRO,1854,2023-12-19
703,FR18 1796 4631 899L H5QE EPI5 U05,INGRESO,-501,2023-12-19
704,FR23 8159 7393 88WZ LD9F SBHK I83,RETIRO,-1549,2023-12-19
705,NO32 7783 4903 879,INGRESO,5129,2023-12-19
706,AE10 0525 9624 6140 5944 206,RETIRO,6424,2023-12-19
707,BA25 6102 1797 8680 0902,INGRESO,7661,2023-12-19
708,DE03 2338 2884 4748 3095 45,RETIRO,-2219,2023-12-19
709,SA71 06SS XILQ QKS2 8TSE CTPI,INGRESO,4812,2023-12-19
710,AZ39 FPNE M6SC CUS3 K8OV XMHH VBYN,RETIRO,7450,2023-12-19
711,KW37 OKVU OVMO CVGM EGSE SUJP JARE IL,RETIRO,-2403,2023-12-19
712,IT47 F482 5095 051X VFVX CTDA G8M,RETIRO,-8253,2023-12-19
713,SI81 3768 1530 3638 022,RETIRO,-8501,2023-12-19
714,BA49 9589 0465 1265 5306,INGRESO,-8687,2023-12-19
715,LB92 5334 KLOZ J0XQ Q8D3 BCKY CK6I,RETIRO,5184,2023-12-19
716,PK28 AZTP HWYE IJAS KGZQ SAZD,RETIRO,-8817,2023-12-19
717,MR43 1075 4116 6837 3542 1348 489,INGRESO,4459,2023-12-19
718,TR22 8059 2WG0 BVIT WKEA 5ADZ PI,INGRESO,2810,2023-12-19
719,GB13 UMDG 0173 8397 0066 36,INGRESO,-7273,2023-12-19
720,PS03 PECP JX9M DKWJ 2BZ8 Z2LH F2AO J,RETIRO,-6992,2023-12-19
721,IT23 X755 0684 179P SV5T BV0A YLZ,RETIRO,8239,2023-12-19
722,GB30 KZEY 4913 0233 1907 41,INGRESO,-8412,2023-12-19
723,BE63 8088 5550 0047,RETIRO,-8112,2023-12-19
724,ES60 9173 5706 4509 4555 4929,RETIRO,-1700,2023-12-19
725,IS02 1528 3288 1029 6268 6266 34,RETIRO,4064,2023-12-19
726,AT42 3644 4258 6767 8893,RETIRO,9544,2023-12-19
727,AD20 7306 1816 VICA LVBZ VLMP,RETIRO,-4388,2023-12-19
728,LT29 8956 7633 8234 6709,INGRESO,4955,2023-12-19
729,BE68 7141 8282 7068,RETIRO,4783,2023-12-19
730,AE55 7056 3627 1954 3655 557,RETIRO,-1522,2023-12-19
731,AD88 3651 3002 JUAQ XLMJ KWGK,INGRESO,-1960,2023-12-19
732,MR34 4776 8848 1649 1284 2710 986,INGRESO,5224,2023-12-19
733,AL54 8376 6470 V0BJ RWOB B7VM UOTH,RETIRO,816,2023-12-19
734,MD38 WXJM JMFQ J2XA RCVI YACF,INGRESO,-1066,2023-12-19
735,FR96 5996 1860 88EC SYLD KWQV C04,INGRESO,-4252,2023-12-19
736,IL76 5671 3983 7381 7815 008,RETIRO,1995,2023-12-19
737,FR89 8388 6345 09CS EHSA IX79 Q43,INGRESO,-7555,2023-12-19
738,LB89 5907 Q68M RXEV LEVY J9E7 YSV9,INGRESO,4522,2023-12-19
739,NO75 8086 1874 823,RETIRO,8499,2023-12-19
740,FR81 4516 7724 277N 2MCI AMR7 855,INGRESO,53,2023-12-19
741,TN40 6216 3699 1283 1056 0132,RETIRO,-9540,2023-12-19
742,DO76 LI6F 3526 9132 9726 5954 8276,INGRESO,6964,2023-12-19
743,DK77 8696 2164 6956 72,RETIRO,9056,2023-12-19
744,FR57 9863 2581 68VT QS7C U73H K35,INGRESO,2845,2023-12-19
745,BA21 0326 2002 1971 2877,RETIRO,-6395,2023-12-19
746,MT27 PVRZ 9764 4ZFV U5U5 VXNP YN6R JBX,INGRESO,4903,2023-12-19
747,TN34 0221 5463 5641 6133 8423,INGRESO,6733,2023-12-19
748,VG24 PUCV 8973 8800 7817 8168,RETIRO,9015,2023-12-19
749,DE89 5424 7304 6958 7668 94,INGRESO,1096,2023-12-19
750,AE25 3869 3029 8897 2387 575,INGRESO,6143,2023-12-19
751,FR28 7813 2750 00VN 2VAH COOM Y77,RETIRO,-5350,2023-12-19
752,FR03 2999 0667 824H XCZZ KGLS Q04,RETIRO,-6128,2023-12-19
753,FR48 7882 2289 06GW SCC8 VOXS G07,INGRESO,8847,2023-12-19
754,MR08 6076 5776 6754 2041 4498 588,RETIRO,-4157,2023-12-19
755,BA56 6637 2596 4453 8125,INGRESO,-1562,2023-12-19
756,FR62 1898 4469 24MX TZSQ BGVA Y87,RETIRO,6594,2023-12-19
757,BE12 1368 9689 2082,RETIRO,3024,2023-12-19
758,FO33 5373 6657 1391 44,INGRESO,-7429,2023-12-19
759,IT06 X806 1944 887X X0WZ J4TX IBG,INGRESO,-8060,2023-12-19
760,GT03 YCPQ DYBX AR9M LNR5 FPEW YM1M,INGRESO,3569,2023-12-19
761,LT24 9705 0711 6545 2905,INGRESO,-6683,2023-12-19
762,IE27 NUHC 2058 8403 2796 97,RETIRO,-6466,2023-12-19
763,IL83 1908 8754 7865 9915 182,INGRESO,711,2023-12-19
764,MT24 IGEZ 9297 9NL0 4BZ3 GCGS G4NL XPB,INGRESO,9632,2023-12-19
765,HU52 2265 7691 6762 8235 4086 7239,INGRESO,-4484,2023-12-19
766,AD44 9296 8228 CRHG DUG0 DCSE,INGRESO,2391,2023-12-19
767,FR13 8703 8518 21DT ZZYT B81R C40,INGRESO,-4932,2023-12-19
768,PS83 BMXT VWAD 4HWG JIM4 QPOD SRRL L,RETIRO,4842,2023-12-19
769,PT93 1920 5765 5007 2653 4857 7,INGRESO,3518,2023-12-19
770,FR43 8599 6329 27PY 835D OBKX 022,INGRESO,-2275,2023-12-19
771,AD16 2852 8918 M8AD UHOR GX7A,INGRESO,-7512,2023-12-19
772,FR44 5119 9233 52WB JROG BPKG Z11,RETIRO,5152,2023-12-19
773,CZ49 2059 9108 1098 3719 2785,INGRESO,-2966,2023-12-19
774,SK61 4852 5969 7050 0110 5196,INGRESO,4732,2023-12-19
775,MT48 BTPG 2936 34IP RG9F B0SN T3XZ AKU,INGRESO,-24,2023-12-19
776,NO70 9066 3884 284,INGRESO,1253,2023-12-19
777,FR77 9766 0682 83JO LDW4 7IEQ 172,RETIRO,9385,2023-12-19
778,BG54 USRV 4885 10NU D2BI 5G,RETIRO,-4818,2023-12-19
779,FR56 2360 3836 68TK ZVDC NIGK J84,INGRESO,5694,2023-12-19
780,NO39 7067 9223 550,INGRESO,-567,2023-12-19
781,LI70 1663 1TQ6 3LYU JRMW O,RETIRO,359,2023-12-19
782,LI35 7109 7KCN VYHP JOVV N,INGRESO,1734,2023-12-19
783,FR43 0460 1506 55OW BSD1 SDCO D69,RETIRO,-3655,2023-12-19
784,MR80 6081 5329 4357 2244 6109 723,RETIRO,-4095,2023-12-19
785,IS45 8271 8549 0218 4758 1088 06,INGRESO,-3294,2023-12-19
786,MC13 7546 6247 92UI MCTQ 0BNB Q09,RETIRO,-2041,2023-12-19
787,PK93 EKEL LAV7 W4UZ MPZ5 J3RA,INGRESO,-5456,2023-12-19
788,CY82 2650 7853 YSKF IP5Q XLFG C8IM,INGRESO,-7175,2023-12-19
789,SI49 8467 6705 5906 084,INGRESO,5363,2023-12-19
790,CR75 6386 9245 8258 5112 8,INGRESO,-9068,2023-12-19
791,LU44 2774 1DOQ NXPN 6SHJ,RETIRO,-12,2023-12-19
792,BA67 6660 5527 8913 8489,RETIRO,-2822,2023-12-19
793,DO39 MFOY 9468 8751 7335 2361 7835,RETIRO,1746,2023-12-19
794,LB90 5842 MSRT XWUX 9X24 HCFG 2XSH,INGRESO,8569,2023-12-19
795,MU56 XIKO 4486 2992 9290 4168 063E NR,RETIRO,1778,2023-12-19
796,KW10 ZGNH IUXI 6JQS GJAC ZAWC RKPN EH,INGRESO,4010,2023-12-19
797,PT81 5051 9554 0324 7483 9200 8,RETIRO,-938,2023-12-19
798,DO91 TU2H 1492 7825 2150 6374 9647,RETIRO,-1895,2023-12-19
799,DK48 4904 0640 3529 84,RETIRO,347,2023-12-19
800,IL22 1336 8182 7768 2134 925,RETIRO,8752,2023-12-19
801,TN90 1400 6085 6274 1656 0780,INGRESO,-2790,2023-12-19
802,CH15 5345 574N YNWW X3YG H,INGRESO,-7100,2023-12-19
803,CH96 5666 93TB TMWD KCZH 4,RETIRO,-6273,2023-12-19
804,SM85 J047 4020 840I MF1T WBL0 3TY,INGRESO,-9213,2023-12-19
805,FR05 3446 2765 03GY MQZK PSN0 O32,RETIRO,1613,2023-12-19
806,NL54 JLJL 0061 7597 10,RETIRO,8698,2023-12-19
807,HU97 1784 2040 8359 7022 7945 7655,INGRESO,5670,2023-12-19
808,FI91 2461 7145 2349 56,INGRESO,-6876,2023-12-19
809,CY25 3014 7785 SRGL R73D ZY4L NLOG,RETIRO,8671,2023-12-19
810,PK29 EXVB 9SHX UJYP EUOG TW95,RETIRO,-966,2023-12-19
811,DO37 QLMB 7420 1906 4184 0710 6098,RETIRO,-1358,2023-12-19
812,FR10 1322 1545 68E9 OEWT 2DXC 730,RETIRO,-2732,2023-12-19
813,FR03 1181 5021 23TO MUGF VB9F P70,RETIRO,-3698,2023-12-19
814,BE50 2378 5635 1858,RETIRO,422,2023-12-19
815,LU65 425N AR2A A4YA XP4N,RETIRO,-914,2023-12-19
816,ME05 4295 0203 8702 3247 77,INGRESO,6568,2023-12-19
817,DK26 2542 6576 5300 06,INGRESO,6744,2023-12-19
818,MT54 FTCI 6535 093Q ZEF6 VB8U MN2J SVK,INGRESO,5780,2023-12-19
819,BE48 3306 5734 2659,INGRESO,7155,2023-12-19
820,AL03 5970 6370 5COI 4WIR J0M2 D2BJ,RETIRO,-1214,2023-12-19
821,MK42 283N PK34 7WK6 C97,INGRESO,7246,2023-12-19
822,KW58 LGTJ GEPY MKXS 3BFV L1FL TK6Y DT,INGRESO,3577,2023-12-19
823,CR28 0502 6811 7256 5961 2,INGRESO,9858,2023-12-19
824,RO74 XSCD UT61 SSLT FIZ0 KXLC,RETIRO,3654,2023-12-19
825,DK58 5713 1793 3039 54,INGRESO,962,2023-12-19
826,IE41 BQQF 0253 8099 7150 46,RETIRO,-7411,2023-12-19
827,SE72 9041 7154 8173 3502 6116,RETIRO,2379,2023-12-19
828,DE22 1567 7481 9543 1835 28,RETIRO,3690,2023-12-19
829,AL89 5358 2841 FGEG ENPN LTXL TVMY,RETIRO,-5635,2023-12-19
830,SM13 H793 9843 565G JRD2 DFTY HVD,RETIRO,4872,2023-12-19
831,GR21 8504 868E PT84 Y3TP 3MEY JKZ,RETIRO,-2437,2023-12-19
832,IE65 JJSE 3370 2143 7860 02,RETIRO,-7162,2023-12-19
833,NL35 NXYN 4596 8738 16,INGRESO,2887,2023-12-19
834,DK68 8164 3944 8839 44,INGRESO,-6686,2023-12-19
835,LU96 343V J0NM FQ9D S3HN,RETIRO,-7367,2023-12-19
836,IT45 P592 8271 035X HUI7 POBY EMN,INGRESO,-1553,2023-12-19
837,AE86 2997 5926 0930 8190 316,RETIRO,-5970,2023-12-19
838,MD74 X0ST FOZ3 F3ZS MSIF 4IVG,RETIRO,1421,2023-12-19
839,FR06 8222 3764 06UZ 1UTD 84U7 963,INGRESO,-6544,2023-12-19
840,FR34 4012 9573 25WE RIQI BY3P M26,RETIRO,7001,2023-12-19
841,FR80 1626 8471 36YP 4VVX M3YD H88,INGRESO,6876,2023-12-19
842,RO31 PHEQ 670H IYDH A6QO E6FV,RETIRO,-4572,2023-12-19
843,FR15 9515 1757 49FK IBGZ KAPS O03,INGRESO,6924,2023-12-19
844,PS82 UFKL VJVC O90X CFFM K8TC UYQB K,INGRESO,7282,2023-12-19
845,GE55 WO96 4183 6128 1220 76,INGRESO,7208,2023-12-19
846,MC03 7909 0716 33IA U2N8 1EDD K31,INGRESO,-8664,2023-12-19
847,FR31 2827 6423 258Z 89HI RZGR A60,INGRESO,9801,2023-12-19
848,HR22 5473 0990 1308 1500 8,RETIRO,1014,2023-12-19
849,FR59 0126 2147 41CM UCIH AGON G70,INGRESO,8015,2023-12-19
850,BR06 2515 7055 6640 2687 0713 041Q A,RETIRO,2701,2023-12-19
851,DE73 7486 0775 3253 5252 43,INGRESO,-8816,2023-12-19
852,EE64 7750 3584 9339 8823,INGRESO,-431,2023-12-19
853,LB36 1107 LAHV FDKJ ZCC4 VSTG 8TQC,INGRESO,906,2023-12-19
854,CY88 8481 8869 QFJM IBJU GMWK QS64,RETIRO,-9181,2023-12-19
855,GB88 XLIY 5286 5894 9406 07,INGRESO,4837,2023-12-19
856,LB56 5081 NICO RUWH R1FD GEJE 2GLD,RETIRO,-8672,2023-12-19
857,MT50 GWDJ 3885 9RNJ OX0E YKII UYHF 00R,RETIRO,-6199,2023-12-19
858,SI27 3044 9593 8993 289,INGRESO,-4001,2023-12-19
859,RS89 5193 3375 2010 7106 41,INGRESO,-356,2023-12-19
860,FR33 9105 3381 44NB CLX1 3I4I Z09,RETIRO,6062,2023-12-19
861,BG82 LMCP 7510 84JV TXB6 TF,INGRESO,-1194,2023-12-19
862,BG44 URBI 9816 04YH X9GJ EC,RETIRO,1943,2023-12-19
863,FR50 6605 5686 30SF Z2UT FPMV O41,INGRESO,-9376,2023-12-19
864,AE51 2231 9444 0951 4718 595,INGRESO,-5696,2023-12-19
865,PK79 ZQHD Z1WE CNKJ XNPI XBSR,RETIRO,-732,2023-12-19
866,NO26 8824 5043 121,RETIRO,-3464,2023-12-19
867,GT58 GDTO FFM4 A9NT 4WTP GYVP IX2V,INGRESO,8275,2023-12-19
868,FR64 2354 2655 67NV WOOA Q0K9 P56,RETIRO,-5545,2023-12-19
869,IT68 V629 6993 001X HSSX 9LF2 AEQ,INGRESO,5582,2023-12-19
870,EE68 8105 4680 1280 0558,RETIRO,7479,2023-12-19
871,HU98 4188 7281 6116 2401 8082 2509,RETIRO,-9340,2023-12-19
872,TN42 1136 5972 3175 8678 0896,INGRESO,-3145,2023-12-19
873,TR61 7771 7XEA L6FH YOT9 FTX9 V1,INGRESO,-1041,2023-12-19
874,LV48 AUSD JBCT KIYE FOND O,RETIRO,-8297,2023-12-19
875,NO50 6619 6832 400,RETIRO,-263,2023-12-19
876,FR66 0958 5250 31UH AOSN WPZK D32,INGRESO,-4453,2023-12-19
877,FR85 4613 0286 23KY EULJ NL7K E12,INGRESO,-9512,2023-12-19
878,FR75 8058 4001 22WN VFNU SKHN K41,RETIRO,-5032,2023-12-19
879,CZ53 6951 4934 0154 8407 7177,RETIRO,2609,2023-12-19
880,MR80 7043 9731 5868 2744 9453 953,INGRESO,4088,2023-12-19
881,FR58 5876 6214 72HI L6NL 3PJS N30,RETIRO,-5585,2023-12-19
882,PS47 ZNIX RE1S IXM4 JFKN Z0ZZ QIOV L,RETIRO,9117,2023-12-19
883,FR17 9821 6457 97TO XHTR DJE9 Z09,INGRESO,6111,2023-12-19
884,LU72 997J RULS WDBH BPER,RETIRO,-6317,2023-12-19
885,IS37 2718 7077 6096 7749 4919 51,RETIRO,-9529,2023-12-19
886,FR92 0625 6292 97LY HZZW IYUI T50,INGRESO,-6909,2023-12-19
887,DO25 FW9T 2449 6004 4223 2800 9358,RETIRO,5015,2023-12-19
888,SK72 2826 8685 1230 6074 2923,RETIRO,2605,2023-12-19
889,NL62 PNVB 4232 5402 43,INGRESO,-6433,2023-12-19
890,ME81 2993 6925 7895 2847 43,RETIRO,-2852,2023-12-19
891,FR53 7881 7528 95AN X7UP EHFL D36,INGRESO,-2233,2023-12-19
892,MC02 0485 0322 7008 AIO3 JPJJ L57,RETIRO,3581,2023-12-19
893,EE32 0042 5779 9994 5566,INGRESO,-8643,2023-12-19
894,TN70 5724 8288 5656 0097 4860,INGRESO,285,2023-12-19
895,PK19 DMSS JTLZ MLDY WGXG 3CXC,INGRESO,-4468,2023-12-19
896,SI53 7701 9663 6230 271,INGRESO,-8632,2023-12-19
897,FR07 8523 0386 04CF D1JI OFAV Y88,RETIRO,-3142,2023-12-19
898,GL90 8357 0289 0524 82,INGRESO,-3762,2023-12-19
899,FR79 6743 6681 291P RD6J 3YZ7 N98,INGRESO,-8024,2023-12-19
900,FR72 1019 5768 25AH QPIR QDPG 576,RETIRO,3350,2023-12-19
901,FR74 5755 4156 08VE C8FG FDFI V66,RETIRO,8301,2023-12-19
902,LT05 9647 4533 4529 4545,RETIRO,1029,2023-12-19
903,MC77 8061 4958 70GV WJEU HN5Q A13,RETIRO,5395,2023-12-19
904,HR95 7585 0358 6455 7105 6,RETIRO,-1103,2023-12-19
905,FR63 1485 8276 22RD 00XL YRMI D96,INGRESO,-7662,2023-12-19
906,PS64 SZMZ MHF7 J0UZ TQEF AUEB KT5O 2,INGRESO,8093,2023-12-19
907,CY39 3734 4708 EZYX NTXR QS8N TDN2,RETIRO,-883,2023-12-19
908,FR82 6975 6579 791N 5V05 XKB1 T14,INGRESO,-4698,2023-12-19
909,BR15 0001 3859 3535 0133 2079 996F 5,RETIRO,-8569,2023-12-19
910,AT05 0560 2489 8627 4061,INGRESO,6087,2023-12-19
911,FO95 3214 1444 2397 49,INGRESO,-8354,2023-12-19
912,MR05 6083 3980 1972 2219 7867 452,RETIRO,6767,2023-12-19
913,FR52 2762 0838 25TY 2QOL TZRO Z30,INGRESO,8969,2023-12-19
914,DE09 2133 6382 1004 9745 78,RETIRO,-3001,2023-12-19
915,LV21 LGPF LP0R I7UD Z20P 1,RETIRO,3447,2023-12-19
916,LB41 9046 WOW7 JTZS SHZO X4TS UUS1,INGRESO,-6046,2023-12-19
917,BH80 WIYL 0HGX S2QI SIRT YC,RETIRO,984,2023-12-19
918,DK87 6394 9511 2017 45,INGRESO,-3633,2023-12-19
919,FR06 9269 6055 87JP M5O5 3UXX P70,INGRESO,-9362,2023-12-19
920,BE46 3910 9984 0590,RETIRO,2309,2023-12-19
921,FR72 4013 3966 99UZ FAX9 O0WO O69,INGRESO,3301,2023-12-19
922,FI43 0708 6280 6438 32,RETIRO,5341,2023-12-19
923,FR90 4082 1377 53K3 HBGE SOGO L31,INGRESO,1859,2023-12-19
924,FR57 5484 5118 14YN CDFA WYNP R61,RETIRO,-1718,2023-12-19
925,HU98 7856 4826 4957 1790 6742 8687,INGRESO,3552,2023-12-19
926,FR31 5235 4627 33TV WT5B IVGI U18,INGRESO,-1145,2023-12-19
927,BH24 ZIRZ AJIH WZTE DHWP 1T,INGRESO,-7856,2023-12-19
928,MR81 0932 2251 7767 1964 3672 090,RETIRO,-300,2023-12-19
929,DK69 8171 6740 3566 53,INGRESO,-5368,2023-12-19
930,GB60 UJRU 7450 7430 2819 79,RETIRO,9976,2023-12-19
931,AL15 5205 6149 RTYG KMOY CFI0 QBVM,RETIRO,3384,2023-12-19
932,BR77 8825 2453 9083 0768 7661 506T B,RETIRO,85,2023-12-19
933,FO21 1185 9138 7190 32,INGRESO,5271,2023-12-19
934,CZ77 9154 3510 2999 1266 6140,INGRESO,2127,2023-12-19
935,NL23 LOSE 7166 1437 65,RETIRO,-3082,2023-12-19
936,BA24 0390 0815 1631 6292,INGRESO,8446,2023-12-19
937,FR65 2405 4456 826B YVD2 2YSN 119,INGRESO,8379,2023-12-19
938,FR21 7650 2389 98OS TG4K EUN1 N98,RETIRO,5428,2023-12-19
939,TR08 5720 2JXB YQVD GCYQ VWCY FN,RETIRO,-2998,2023-12-19
940,ME63 8249 0116 5496 0593 99,INGRESO,9849,2023-12-19
941,ME51 5048 5589 0963 6358 00,RETIRO,4168,2023-12-19
942,DO45 A52N 0364 6983 5292 6735 8651,INGRESO,103,2023-12-19
943,FO42 2527 3048 3874 22,RETIRO,2382,2023-12-19
944,DE10 4579 4198 5752 1693 80,RETIRO,-8236,2023-12-19
945,NL49 EWZU 0002 6690 87,RETIRO,8109,2023-12-19
946,SA66 35GP AWWQ YWUW MOH0 PHLG,INGRESO,-2789,2023-12-19
947,BH16 OFPA EXUH ZB2B 8FJV 2W,RETIRO,7208,2023-12-19
948,BG85 WYIV 3351 57VT U7GU 6F,INGRESO,6271,2023-12-19
949,AD70 5745 7371 IBND PJ33 HTAQ,RETIRO,-8005,2023-12-19
950,FR84 8252 2674 81WV V23R QXRZ X10,RETIRO,-2392,2023-12-19
951,MC72 3320 4661 41WF H1LQ PSB2 D60,INGRESO,6631,2023-12-19
952,TN95 1049 8151 3456 6257 8322,RETIRO,-9760,2023-12-19
953,HR19 3546 6435 3887 5663 1,INGRESO,-5070,2023-12-19
954,DE95 3805 1981 0500 8249 02,RETIRO,-7020,2023-12-19
955,FR14 6200 8606 95Y4 NHGS REPF 601,INGRESO,7074,2023-12-19
956,FR64 6460 4874 60IL JL6G R6TS 294,INGRESO,8531,2023-12-19
957,NL11 QXKK 5802 4096 30,RETIRO,5388,2023-12-19
958,BH70 YQZS HGU2 2SYV XBDU PH,RETIRO,3428,2023-12-19
959,MU11 FGLO 3007 0993 9801 8177 164U RB,INGRESO,-2363,2023-12-19
960,LT07 2571 5714 0419 2721,RETIRO,-1465,2023-12-19
961,PL45 4554 7626 9515 8053 3824 6954,RETIRO,474,2023-12-19
962,CR51 3860 4406 2246 5213 3,RETIRO,-6115,2023-12-19
963,PL83 1344 2973 9500 3543 9371 1711,RETIRO,-599,2023-12-19
964,ES48 4727 8613 7288 2162 2501,RETIRO,4772,2023-12-19
965,ME11 6526 4854 6274 0426 28,INGRESO,-8273,2023-12-19
966,FR15 1994 1700 33IE AK32 HSCA X14,RETIRO,8574,2023-12-19
967,AZ65 QLUG ZPPF Y0IM XHYR EWJX 2KNQ,INGRESO,7922,2023-12-19
968,MC74 1673 3363 09VR IGAV X09U D03,INGRESO,5791,2023-12-19
969,MD53 VYSL U2T1 PISH KBEQ ODIN,RETIRO,-5114,2023-12-19
970,IT83 R518 2387 043V GQXM GOUO LEH,INGRESO,4908,2023-12-19
971,IT20 M361 7737 807T WAIN UJCX C4S,RETIRO,5999,2023-12-19
972,SK25 8271 8358 3068 9121 2965,RETIRO,-7539,2023-12-19
973,GE06 YK84 1058 0214 8249 52,INGRESO,8876,2023-12-19
974,FR12 5855 2285 41QT 36FO XV9N E18,INGRESO,-1891,2023-12-19
975,BR45 8043 7340 1185 1957 4878 803Z 4,INGRESO,-2382,2023-12-19
976,MU35 QVYS 5539 1564 4699 4832 053D EY,RETIRO,3232,2023-12-19
977,LV31 LUTV HZWV OCBT YYGD O,RETIRO,-3688,2023-12-19
978,AD98 5951 8358 Z3QY KKJA VCU6,INGRESO,8879,2023-12-19
979,BA02 9243 8741 5349 7368,RETIRO,-3911,2023-12-19
980,HR24 3484 0077 6275 4640 4,INGRESO,-3827,2023-12-19
981,LB65 6517 GJUF Y3IV ZL47 VP9K 1TMI,INGRESO,5240,2023-12-19
982,PK93 SOLJ Z0TE BZWK K7PW OMRM,INGRESO,-2609,2023-12-19
983,AE04 1315 5988 4593 7522 796,INGRESO,-3847,2023-12-19
984,MD36 KXKK DK9M EJAR OF04 KV5V,INGRESO,-8631,2023-12-19
985,SA56 02GU ZFYS Q0VB 5M4L INPA,RETIRO,-3885,2023-12-19
986,IS20 7880 1899 6478 9044 6406 20,RETIRO,-5823,2023-12-19
987,MU58 KSZP 5860 8249 9644 2192 735F OC,INGRESO,2230,2023-12-19
988,FR38 0176 0421 98W4 POYO BWOQ L79,INGRESO,-5802,2023-12-19
989,ES96 0882 0499 2836 1566 6201,RETIRO,-2827,2023-12-19
990,FR11 0309 4248 32L6 HOEU FQG1 N37,RETIRO,-7245,2023-12-19
991,AL43 3427 8294 F59H U6UY DK00 41IY,RETIRO,2133,2023-12-19
992,MT11 QNTS 0647 096Y BGAK TC2Q MDQY WPR,RETIRO,3144,2023-12-19
993,IL26 3709 8401 4091 2561 923,INGRESO,6111,2023-12-19
994,FO09 3176 3839 7083 08,INGRESO,-6977,2023-12-19
995,HR63 6731 7028 2480 9309 5,INGRESO,358,2023-12-19
996,SA22 18EK SHUB IB9D EMNJ XVXR,RETIRO,-9292,2023-12-19
997,CZ36 7294 0937 2834 1291 5968,INGRESO,-6154,2023-12-19
998,LI90 8383 1X6R YFOI BH9U K,RETIRO,-3571,2023-12-19
999,FR15 0258 1318 96JZ YZAP P2P0 X42,RETIRO,8679,2023-12-19
1000,FR17 9668 2681 06CD U0RS NWJC B29,INGRESO,3707,2023-12-19
